FB-1-1,FB-1-2,FB-1-3,FB-1-4,FB-1-5,FB-1-6,FB-1-7,FB-1-8,SGW-1-1,SGW-1-2,SGW-1-3,SGW-1-4,SGW-1-5,SGW-1-6,SGW-2-1,SGW-2-2,SGW-2-3,SGW-2-4,SGW-2-5,SGW-2-6,SGW-2-7,SGW-2-8,HV-1-1,HV-1-2,HV-1-3,HV-1-4,HV-1-5,HV-1-6,HV-1-7,HV-1-8,HV-2-1,HV-2-2,HV-2-3,HV-2-4,HV-2-5,ICC-1-1,ICC-1-2,ICC-1-3,ICC-1-4,ICC-1-5,ICC-1-6,ICC-2-1,ICC-2-2,ICC-2-3,ICC-2-4,IMN-1-1,IMN-1-2,IMN-1-3,IMN-1-4,IMN-1-5,CF-1-1,CF-1-2,CF-1-3,CF-1-4,BR-1-1,BR-1-2,BR-1-3,BR-1-4,SC-1-1,SC-1-2,SC-1-3,SC-1-4,EML-1-1,EML-1-2,EML-1-3,EML-1-4
0.43689142,0.479557003,0.439928814,0.379129432,0.395013178,0.388836584,0.298789261,0.318411364,0.478022103,0.25638342,0.122949406,0.081750405,0.096658803,0.092126806,0.444157895,0.432072381,0.474690868,0.405383331,0.350081576,0.193772751,0.173410138,0.179755199,0.417630311,0.365754479,0.328577947,0.193579221,0.187190816,0.124621212,0.168679549,0.221787448,0.4942872,0.483572895,0.444828094,0.266951795,0.179107579,0.466252843,0.456025227,0.280470924,0.301174474,0.21291526,0.102025902,0.299462805,0.364114136,0.262576294,0.221169997,0.656005438,0.498998384,0.63291672,0.457898833,0.338063811,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0.490103265,0.497364821,0.444925424,0.392874027,0.456145096,0.422324143,0.341156343,0.374062908,0.482089552,0.273170984,0.128704484,0.083014587,0.099129316,0.092752809,0.445132139,0.440247619,0.481878616,0.428144343,0.364668308,0.203640146,0.182202765,0.182684199,0.423093225,0.391328717,0.342882129,0.215215584,0.208731953,0.140796537,0.175020129,0.244218666,0.505554747,0.516529774,0.445789538,0.277606759,0.18304401,0.490422742,0.485728953,0.30132041,0.311479973,0.225773672,0.107487512,0.313280592,0.379836949,0.272359575,0.227859832,0.711873744,0.575476575,0.713981067,0.479688716,0.397976399,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0.516265756,0.5372443,0.501705085,0.435307005,0.488604522,0.424784129,0.365765924,0.391752428,0.50513843,0.278673575,0.134160598,0.089756888,0.108162127,0.09817817,0.474164614,0.473721905,0.51582076,0.456406832,0.376138218,0.204212168,0.19185023,0.186955658,0.448712405,0.400544016,0.374585551,0.218836364,0.225597495,0.176606061,0.214975845,0.252181262,0.525556826,0.531314168,0.473137279,0.284924024,0.186511817,0.509949164,0.488772367,0.305550741,0.326490156,0.242806893,0.119169288,0.31978308,0.411020527,0.281094648,0.237995946,0.743332545,0.62825525,0.715461174,0.53385214,0.437884615,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0.530123007,0.57173127,0.531344068,0.468054194,0.504112914,0.448749159,0.397806633,0.420400058,0.525863051,0.29238342,0.141111537,0.097763371,0.111173065,0.102664526,0.481081747,0.498910476,0.55235848,0.469567227,0.381873172,0.216224649,0.19185023,0.194644284,0.485822541,0.429832949,0.38286692,0.238353247,0.274524265,0.202242424,0.221618357,0.294810286,0.545908287,0.541067762,0.477089882,0.297761331,0.187730236,0.511258863,0.517623937,0.344711517,0.356958588,0.252575946,0.119396855,0.367390583,0.425564129,0.287034498,0.249753837,0.786049178,0.706623586,0.747454266,0.611673152,0.497998252,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0.556396355,0.618382736,0.572111864,0.491392332,0.516465529,0.479776732,0.411510791,0.421495869,0.540873875,0.320549223,0.150229973,0.103557536,0.139969976,0.104125201,0.510309071,0.525645714,0.563339762,0.493730577,0.395462521,0.252834113,0.209679724,0.209777453,0.512948732,0.462622266,0.44878327,0.264758442,0.280118281,0.20325974,0.237721417,0.316755979,0.552633878,0.577310062,0.511381385,0.309122347,0.189698452,0.51923612,0.527362863,0.350996579,0.364874406,0.267187778,0.125768733,0.434273319,0.426350269,0.302932331,0.26516073,0.788784726,0.723198708,0.756904183,0.629883268,0.511569056,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0.571362187,0.629669381,0.572225424,0.507074085,0.547121653,0.489457969,0.423863836,0.432610523,0.596752877,0.33211399,0.151052127,0.113776337,0.143135321,0.116645265,0.517908175,0.557573333,0.622538854,0.526415821,0.407680468,0.253406136,0.219082949,0.213316662,0.559948625,0.474766458,0.451041825,0.298051948,0.294145069,0.215772727,0.241143317,0.317629923,0.588882188,0.582443532,0.531678536,0.336915117,0.201695192,0.544715719,0.54598856,0.372752566,0.386381534,0.279127731,0.135023127,0.434737782,0.496971903,0.332631579,0.276918621,0.793414115,0.755185784,0.786392478,0.703346304,0.569069056,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0.646523918,0.632302932,0.573247458,0.517128856,0.560916909,0.500726295,0.426180032,0.490531961,0.605662527,0.370072539,0.188721732,0.124416532,0.163208235,0.12405297,0.539828667,0.588506667,0.639110607,0.573340182,0.463658612,0.255408216,0.221281106,0.215879538,0.563527775,0.489839543,0.480152091,0.323750649,0.295146982,0.224623377,0.263687601,0.339090092,0.633078923,0.636036961,0.583916994,0.356235263,0.228594132,0.571743144,0.59723966,0.37649943,0.400570265,0.286308403,0.141698427,0.472359321,0.513349833,0.356216276,0.281986678,0.799726918,0.805347334,0.799941154,0.715330739,0.649689685,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0.686654518,0.633431596,0.589032203,0.529950995,0.639180191,0.545164761,0.481093174,0.526850268,0.612344765,0.392642487,0.196644308,0.127998379,0.175329187,0.129165329,0.55600112,0.595798095,0.671255814,0.576684217,0.498317685,0.274570983,0.222013825,0.226741248,0.573700096,0.494768656,0.487429658,0.324545455,0.321029744,0.25402381,0.272141707,0.350839777,0.638581678,0.646098563,0.595133841,0.370998166,0.228594132,0.607700334,0.613065415,0.376922463,0.403034623,0.288479304,0.147766883,0.505916805,0.575716989,0.399367536,0.299623516,0.856121291,0.856235864,0.841611872,0.800311284,0.66979458,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0.73,0.72485342,0.67,0.64,0.65,0.59,0.55,0.54,0.617864874,0.396279793,0.217945573,0.142220421,0.189843448,0.141998395,0.587274356,0.608613333,0.672853091,0.59124695,0.530358627,0.303172127,0.23825576,0.246023834,0.588110885,0.500912188,0.498220532,0.357485714,0.323284049,0.260636364,0.312902576,0.37618414,0.652644276,0.683778234,0.604748281,0.374014933,0.249119804,0.63508495,0.630352009,0.389432155,0.408187373,0.315782555,0.150573543,0.542493301,0.580826903,0.439548872,0.33307269,0.89,0.9,0.89,0.88,0.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.64759599,0.422393782,0.240442698,0.163079417,0.19185074,0.169542536,0.594386338,0.631813333,0.689025525,0.608290741,0.53559489,0.33348934,0.275502304,0.254200627,0.623337258,0.529843939,0.517711027,0.360046753,0.354844321,0.294106061,0.320752818,0.398032728,0.671772902,0.706262834,0.628036591,0.379920094,0.273113284,0.664612709,0.660542681,0.401639681,0.433428377,0.320207852,0.184708603,0.544931734,0.582399185,0.451079169,0.381726035,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.654762447,0.447202073,0.24231123,0.168241491,0.23245979,0.1755939,0.619521837,0.673020952,0.705597277,0.640113009,0.566887794,0.349791992,0.276601382,0.280683673,0.681451354,0.568419607,0.553764259,0.393781818,0.361273265,0.300922078,0.352858293,0.406383744,0.700247478,0.73973306,0.661046169,0.39481137,0.309853301,0.701879599,0.702298328,0.417714937,0.442987101,0.343169302,0.191232192,0.594164859,0.63402242,0.517291022,0.387402259,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.686720975,0.46053886,0.27968187,0.211012966,0.242650654,0.228699839,0.661511758,0.72384,0.744930233,0.686929498,0.622367246,0.394266771,0.334119816,0.324008471,0.719220807,0.593350918,0.582288973,0.399787013,0.39024526,0.334188312,0.369363929,0.447944614,0.728634709,0.777104723,0.704524804,0.419844118,0.320162999,0.734741137,0.729932532,0.44013569,0.475919891,0.378488186,0.209437558,0.657680235,0.686562818,0.541225122,0.489371561,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.73882306,0.499896373,0.312044845,0.248727715,0.277315033,0.269390048,0.698338186,0.761401905,0.777774248,0.731804289,0.681836232,0.414716589,0.346209677,0.345365766,0.764242749,0.623139905,0.620684411,0.42892987,0.428317968,0.3779329,0.399255233,0.496982557,0.763485494,0.812731006,0.741807466,0.443528949,0.371617767,0.749147826,0.742349663,0.440256556,0.492423625,0.386670812,0.249716929,0.659538089,0.751419421,0.593460858,0.490993339,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.782499715,0.52946114,0.319145266,0.261053485,0.327342912,0.298812199,0.741789474,0.806034286,0.8191038,0.78951586,0.699539788,0.488650546,0.4505,0.412366652,0.7964551,0.637784372,0.643102662,0.467522078,0.448105758,0.3995,0.426831723,0.519219565,0.801655402,0.849691992,0.782188114,0.464325386,0.417823961,0.802369231,0.792018187,0.468418472,0.522369314,0.393851483,0.267391304,0.777395687,0.796229437,0.62840115,0.612626701,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.797994759,0.550818653,0.349041778,0.285915721,0.336530131,0.349414125,0.766340426,0.833100952,0.842264322,0.815081546,0.74778821,0.514677587,0.482617512,0.445684032,0.799940062,0.642499176,0.659247148,0.491277922,0.466307184,0.400517316,0.427536232,0.520190613,0.821482791,0.876899384,0.81231336,0.477291066,0.440599022,0.825586622,0.813200352,0.478208666,0.539246436,0.449125955,0.279148936,0.815365574,0.849031882,0.711209642,0.628439039,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.823464737,0.573388601,0.37251054,0.309197731,0.345254128,0.369550562,0.766535274,0.833321905,0.858636415,0.820798767,0.784317377,0.523543942,0.49690553,0.473021369,0.818118377,0.65,0.66,0.51,0.48,0.419439394,0.450483092,0.54,0.823404388,0.878952772,0.816052308,0.477997118,0.442754686,0.843684281,0.83,0.486548461,0.55,0.47,0.279907493,0.852638765,0.877070898,0.73374613,0.638777874,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.845738863,0.590735751,0.39,0.353970827,0.36,0.389165329,0.784753639,0.851881905,0.873610891,0.84,0.81,0.549713989,0.52340553,0.485469621,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.84,0.9,0.837310904,0.49,0.46,-9999,-9999,-9999,-9999,-9999,-9999,0.872726809,0.9,0.76362008,0.666550825,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
