FB-1-1,FB-1-2,FB-1-3,FB-1-4,FB-1-5,FB-1-6,FB-1-7,FB-1-8,SGW-1-1,SGW-1-2,SGW-1-3,SGW-1-4,SGW-1-5,SGW-1-6,SGW-2-1,SGW-2-2,SGW-2-3,SGW-2-4,SGW-2-5,SGW-2-6,SGW-2-7,SGW-2-8,HV-1-1,HV-1-2,HV-1-3,HV-1-4,HV-1-5,HV-1-6,HV-1-7,HV-1-8,HV-2-1,HV-2-2,HV-2-3,HV-2-4,HV-2-5,ICC-1-1,ICC-1-2,ICC-1-3,ICC-1-4,ICC-1-5,ICC-1-6,ICC-2-1,ICC-2-2,ICC-2-3,ICC-2-4,IMN-1-1,IMN-1-2,IMN-1-3,IMN-1-4,IMN-1-5,CF-1-1,CF-1-2,CF-1-3,CF-1-4,BR-1-1,BR-1-2,BR-1-3,BR-1-4,SC-1-1,SC-1-2,SC-1-3,SC-1-4,EML-1-1,EML-1-2,EML-1-3,EML-1-4
0.477605993,0.433719853,0.294962932,0.31453894,0.257479549,0.267859452,0.267859452,0.295663664,0.630957344,0.079859315,0.061100746,0.084252228,0.067283252,0.052033024,0.071748686,0.180224552,0.063775102,0.084252228,0.207147201,0.148625395,0.116175962,0.12126094,0.216213955,0.228107484,0.433719853,0.074889099,0.136421783,0.092777328,0.093776285,0.211632029,0.285636665,0.174526133,0.294962932,0.365418641,0.038141287,0.102165044,0.172666984,0.245865546,0.24324645,0.015022568,0.035009511,0.079859315,0.174526133,0.032134885,0.032134885,0.187774833,0.285636665,0.165695412,0.097880837,0.058264485,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0.469246477,0.447881156,0.288712187,0.342676025,0.342676025,0.265156334,0.256236123,0.24324645,0.20059753,0.083354727,0.068739964,0.075695449,0.092777328,0.057298009,0.083354727,0.174526133,0.165426336,0.186109028,0.211632029,0.160195814,0.098934745,0.130701048,0.098934745,0.053159562,0.433719853,0.093776285,0.163664123,0.098934745,0.111304219,0.167207523,0.204940555,0.090811225,0.108945501,0.188112911,0.033902565,0.105500815,0.065155861,0.097880837,0.083354727,0.065155861,0.03693532,0.059805921,0.103265081,0.024065525,0.035009511,0.211632029,0.274707368,0.118691223,0.094999409,0.077134513,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.209377607,0.1,0.07900861,0.107784954,0.12793128,0.063775102,0.223273515,0.087939916,0.202757414,0.098934745,0.156801003,0.12793128,0.140876064,0.132108339,0.11250266,0.059805921,0.122566587,0.133530783,0.155130672,0.114938392,0.122566587,0.225677557,0.207147201,0.094785998,0.114938392,0.361525999,0.03693532,0.107784954,0.079859315,0.273658727,0.307873347,0.020937761,0.047760599,0.160195814,0.184126492,0.038141287,0.032134885,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.765104806,0.145475781,0.081588304,0.090811225,0.147042156,0.074091339,0.104376962,0.117426858,0.079859315,0.119969201,0.216213955,0.180224552,0.11250266,0.150225683,0.1783047,0.080719181,0.137890671,0.119969201,0.1783047,0.093776285,0.132108339,0.165426336,0.209377607,0.103265081,0.132108339,0.194254949,0.057914952,0.111304219,0.091789013,0.148625395,0.105500815,0.080719181,0.052033024,0.1764053,0.125220207,0.044788116,0.038141287,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.218541985,0.116175962,0.104376962,0.130701048,0.133530783,0.092777328,0.148625395,0.150225683,0.110118545,0.142392912,0.220895082,0.129308748,0.158489319,0.163664123,0.207147201,0.078166966,0.133530783,0.228107484,0.170827639,0.137890671,0.137890671,0.161920682,0.207147201,0.114938392,0.160195814,0.19013837,0.045757798,0.285636665,0.213910724,0.165426336,0.122566587,0.0361526,0.05093036,0.335414162,0.142392912,0.0361526,0.045757798,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.248512843,0.139375374,0.129308748,0.126568485,0.155130672,0.143926093,0.20059753,0.209377607,0.150225683,0.161920682,0.220895082,0.211632029,0.148625395,0.196346541,0.20059753,0.073302077,0.129308748,0.117426858,0.167207523,0.153478134,0.147042156,0.156801003,0.20059753,0.111304219,0.20059753,0.184126492,0.065155861,0.117426858,0.105500815,0.282593905,0.357674824,0.065857411,0.067283252,0.11250266,0.145475781,0.057914952,0.053731945,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.870031314,0.433719853,0.155130672,0.133530783,0.153478134,0.174526133,0.285636665,0.220895082,0.145475781,0.156801003,0.1518432,0.216213955,0.213910724,0.225677557,0.487946372,0.262183074,0.122566587,0.116175962,0.163664123,0.198460654,0.24324645,0.155130672,0.188112911,0.106636769,0.196346541,0.1764053,0.07098438,0.118691223,0.104376962,0.156801003,0.148625395,0.093776285,0.063775102,0.604498669,0.311188297,0.045757798,0.061758633,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.262183074,0.160195814,0.129308748,0.133530783,0.169007889,0.142392912,0.301349009,0.493200213,0.137890671,0.228107484,0.220895082,0.163664123,0.220895082,0.225677557,0.202757414,0.073302077,0.111304219,0.111304219,0.156801003,0.153478134,0.1518432,0.220895082,0.182165075,0.204940555,0.186109028,0.298138872,0.07098438,0.113714004,0.101076725,0.148625395,0.148625395,0.061758633,0.07900861,0.194254949,0.148625395,0.063095734,0.059805921,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.245865546,0.161920682,0.129308748,0.129308748,0.150225683,0.145475781,0.798593151,0.230563575,0.122566587,0.150225683,0.216213955,0.216213955,0.213910724,0.220895082,0.169007889,0.063775102,0.353864674,0.107784954,0.228107484,0.145475781,0.145475781,0.145475781,0.291820824,0.106636769,0.429099629,0.174526133,0.075695449,0.110118545,0.095806583,0.126568485,0.130701048,0.053731945,0.061100746,0.188112911,0.148625395,0.061758633,0.061100746,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.153478134,0.12126094,0.140876064,0.145475781,0.134968543,0.285636665,0.218541985,0.31792566,0.137890671,0.204940555,0.209377607,0.198460654,0.24324645,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.170827639,0.102165044,0.167207523,0.161920682,0.065857411,-9999,-9999,-9999,-9999,-9999,-9999,0.158489319,0.139375374,0.061100746,0.059168836,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
