FB-1-1,FB-1-2,FB-1-3,FB-1-4,FB-1-5,FB-1-6,FB-1-7,FB-1-8,SGW-1-1,SGW-1-2,SGW-1-3,SGW-1-4,SGW-1-5,SGW-1-6,SGW-2-1,SGW-2-2,SGW-2-3,SGW-2-4,SGW-2-5,SGW-2-6,SGW-2-7,SGW-2-8,HV-1-1,HV-1-2,HV-1-3,HV-1-4,HV-1-5,HV-1-6,HV-1-7,HV-1-8,HV-2-1,HV-2-2,HV-2-3,HV-2-4,HV-2-5,ICC-1-1,ICC-1-2,ICC-1-3,ICC-1-4,ICC-1-5,ICC-1-6,ICC-2-1,ICC-2-2,ICC-2-3,ICC-2-4,IMN-1-1,IMN-1-2,IMN-1-3,IMN-1-4,IMN-1-5,CF-1-1,CF-1-2,CF-1-3,CF-1-4,BR-1-1,BR-1-2,BR-1-3,BR-1-4,SC-1-1,SC-1-2,SC-1-3,SC-1-4,EML-1-1,EML-1-2,EML-1-3,EML-1-4
17787.96004,22481.54455,8433.855293,10123.39413,7156.919711,5224.27639,14836.3184,4256.240356,5152.09288,7340.014528,4667.742935,4073.294108,5919.140599,4509.613689,13741.31084,19772.09134,10956.08747,40150.38225,3289.892366,2861.831443,2346.360152,15214.74791,1295.950176,2873.95638,3898.715938,10824.95614,2919.27319,2778.600728,3057.038722,3504.500652,7981.53748,6413.242036,3223.586631,51312.60418,1638.590047,3106.400383,26038.87126,5365.922682,12974.9977,1978.764814,1873.932867,5734.530414,7750.168329,1745.919512,2889.089461,6483.748271,100006.0203,20990.66247,10593.17496,4907.113974,7607.014693,4216.45763,3933.593908,11715.35161,2156.761375,2757.158099,7742.242208,3745.876601,12576.17951,4235.227079,13609.85557,9839.116294,11179.6059,44356.35548,9989.09504,8770.827172
10728.18231,100006.0203,8976.894995,6872.680349,9018.33046,5644.508679,17315.1455,3222.004519,17.60054619,4110.205443,3415.494037,2987.207681,4040.474878,4211.100033,100006.0203,223.7225927,51.39562423,386.6147356,2622.193773,2571.24906,1943.425612,6944.981031,977.746219,68.60032057,4369.443673,5332.764985,3899.654625,2210.85085,2697.901845,3858.014268,5751.822016,6316.666518,841.0218758,56271.23973,1468.973431,77.11874196,886.4081618,96.71385629,651.4935403,1612.98264,1614.936374,71.41169301,9963.826239,1488.474104,2474.463022,100006.0203,8882.314476,100006.0203,44465.80357,3732.726287,3809.722382,112.9157712,1555.876345,1151.130924,5967.13422,59.91963611,2473.257049,16775.38309,4328.836899,2133.305713,88.41819567,1388.561279,44.66564089,74.28410295,9.30092506,106.4512542
4554.347297,10132.72241,5049.241525,8404.776036,1365.293885,3269.837312,7135.528501,984.2969631,24.01028579,2830.910539,3091.551711,3082.991591,4087.441916,3724.240434,19285.28872,115.0869671,19.17956314,46.89495735,2310.075346,2231.906892,2739.215151,6613.101688,14.68070307,21.05470153,2846.624491,3627.656399,3047.140312,3481.177318,2943.874658,2069.789337,23.49774277,2210.681339,17882.414,912.6959958,1406.425877,43.30381365,124.2871259,27.09730784,107.4928268,1224.126065,1607.290605,18.40035259,1388.801941,2429.5517,2905.535227,2807.541245,100006.0203,448.0496529,9205.049859,3499.662349,27.41474353,20.00412607,26.88397108,30.93921253,12.57943202,11.20530622,20.82857137,18.91355383,25.8494984,16.33592566,35.10357453,60.49672135,11.50074953,10.82003784,9.30092506,11.85031447
700.8517227,100006.0203,3390.206445,1863.915179,522.3073594,1749.952035,3142.144441,340.8208421,11.7010853,1104.653684,2396.768814,1834.272433,2188.67178,1907.845886,659.6030431,44.70191673,24.10050513,23.60076851,1615.571358,1306.607034,1931.410378,7788.003628,11.89942963,19.40109066,2937.826508,6899.635454,3675.582247,1982.009424,2078.385698,2461.490594,16.79969525,19.20110158,1053.479636,1574.077623,968.9453505,23.40055432,68.41529221,16.2004152,66.39358892,1166.528253,1066.053853,18.75462328,776.8302793,1146.782711,1866.921878,81.49409574,2150.929348,102.8078188,4080.619919,1881.161774,11.09511926,10.67087922,10.78017965,12.00124067,11.42560661,10.68093411,11.40055897,11.56962949,11.10008093,11.40055897,14.39879489,45.99518741,11.50074953,10.80005943,9.30092506,11.80119931
300.6257278,13836.49674,2251.780973,1247.171406,541.4098406,1779.205634,2498.193909,396.3931539,10.0053176,1388.751945,1893.779614,4664.726067,2215.32438,2021.542733,591.7334841,41.7218171,16.25529963,39.1573024,2046.571526,3248.823704,2004.131182,3032.531025,10.20061004,12.00124067,1580.338086,5445.468157,4892.447175,2890.188344,2573.162086,4033.909449,12.50046433,15.99012197,69.82214618,1060.854485,886.7644459,25.93403063,62.89645166,17.00061423,60.42525645,1041.660378,1604.819324,11.10008093,162.4898154,1844.276979,3045.272391,23.20203861,922.2021814,58.69838402,5380.543479,2275.234399,11.09511926,10.2303482,10.41561755,12.00124067,11.46541424,10.70104389,11.53518951,11.59914948,11.29618964,11.40055897,11.10008093,21.23944018,11.19019662,10.89999115,9.170472384,11.85031447
63.90372072,3243.591437,988.3849986,854.9213152,167.119122,1010.476331,761.4232699,108.5990798,10.39982772,643.1705423,1870.794762,3528.792691,10021.34804,3318.296083,19.59976169,23.29840257,14.59910208,16.39933151,1248.320622,2525.37656,1225.626422,5220.668834,10.55045409,12.8851614,1329.921923,4116.575842,2747.391331,2089.04815,3419.212915,1922.109437,10.35988833,11.78529552,26.97462582,56.49709859,2372.608845,16.60069021,38.00372311,13.49976303,49.29764183,898.6684657,1406.455984,9.475027919,59.49397426,2662.110909,2339.628298,21.79847667,104.0941073,45.50154519,4302.552172,1773.887793,11.50566953,10.67087922,10.78017965,11.89942963,11.8896066,11.51058952,11.59914948,12.10113609,11.10008093,11.98596902,11.40055897,10.70104389,10.98067625,10.69601644,8.999660885,11.50074953
28.40051041,1857.060896,773.9735962,765.4664229,428.8704714,809.7037398,677.0584228,79.4924981,9.639945713,532.3967781,1873.774115,6042.631985,4829.766615,4933.17072,15.90106252,16.56039986,14.8402575,21.77921506,1362.725441,4045.070966,3216.815444,8470.833494,9.529722793,10.72050947,162.7136431,1991.120486,1434.973212,1305.109545,1494.954133,1211.205258,8.835164224,10.0950767,30.60033248,61.96929719,107.8018329,18.21896785,24.8999803,10.92023129,48.64440983,1051.298743,910.9627631,9.800001568,23.10075346,827.7739644,1339.832131,20.10139257,67.59680125,31.79992862,3721.569597,1230.342837,11.09511926,9.95523829,12.23967055,10.50089087,11.8896066,11.51058952,11.59914948,12.10113609,11.17517734,11.84049144,11.40055897,10.70104389,11.50074953,10.82003784,9.970359538,11.7010853
41.90116955,1224.689925,501.4482791,73.40508488,71.40459253,873.8283793,578.93012,72.49801992,9.400214538,122.8124512,2638.311954,1761.254167,9110.162952,2726.791463,11.98036093,17.37478126,14.33934817,18.59471745,1069.526843,1297.606555,1193.447559,2699.195255,9.210204491,9.799817428,76.35946737,5652.312246,4649.712978,2663.337139,1474.45188,3967.584137,9.500055559,10.00060203,18.85399452,41.80666218,2206.612861,16.56027355,22.15994105,9.669219607,28.70292427,490.2935852,1626.020981,8.640569452,17.3798464,2246.602021,1225.508682,16.90153485,234.3830197,24.40204059,4033.909449,1050.814714,11.7311195,10.67087922,10.78017965,12.00124067,10.10011096,9.509950343,10.72084699,9.30092506,11.17517734,11.84049144,10.10011096,9.509950343,11.30124123,10.80005943,10.29478087,11.7010853
17.8988919,278.6288902,293.3095105,59.69337652,56.601266,611.1195049,422.4021744,64.49501457,9.500055559,62.04314878,3257.834193,4169.904849,3929.508816,3388.645557,10.66569844,13.72511776,14.65984421,16.7552972,723.6459655,1870.801528,2865.01002,5264.655135,9.500055559,9.599003393,77.00628019,1681.775651,1061.347536,1191.767153,2815.309496,1015.465501,9.040419598,9.30092506,13.84018435,25.58402629,1191.454033,13.09863816,16.30144658,9.500055559,27.84384217,80.09360768,1183.610501,8.665512187,14.07004002,699.4781523,2111.670463,15.60005556,157.1904456,21.10212276,2953.426349,703.924604,11.7311195,9.95523829,12.23967055,10.50089087,-9999,-9999,-9999,-9999,10.24484027,10.9456215,-9999,-9999,11.30124123,10.80005943,9.970359538,11.01573253
18.99879887,757.7503492,210.3905094,48.19768125,52.4959918,428.7717317,195.8060675,51.59720125,9.095012408,45.96033468,2742.370605,2907.091772,7364.209673,7194.922912,11.10008093,16.00022704,13.03918375,14.39879489,747.975195,3464.384965,1720.540164,7415.255936,9.800001568,8.969953829,25.93955112,2434.759201,2019.88268,1693.534025,1889.386798,1200.518937,9.399963023,8.735526527,11.81527457,18.60056538,1044.734443,14.5743445,18.23403656,8.890317567,25.02012533,205.412158,1652.441697,8.700138076,10.00060203,865.9418665,1548.804627,18.19810411,52.70188454,20.10139257,2383.56031,785.4637473,10.72084699,9.30092506,10.24484027,10.9456215,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.72084699,9.30092506,-9999,-9999
